time,cpu_util
2025-12-29 12:10:00,10805.4863
2025-12-29 13:10:00,10805.4863
2025-12-29 14:10:00,10805.4863
2025-12-29 15:10:00,10805.4863
2025-12-29 16:10:00,5447.6092
2025-12-29 17:10:00,4264.0161
2025-12-29 18:10:00,5720.9895
2025-12-29 19:10:00,6008.0397
2025-12-29 20:10:00,6008.0397
2025-12-29 21:10:00,6008.0397
2025-12-29 22:10:00,6008.0397
2025-12-29 23:10:00,5187.2469
2025-12-30 00:10:00,10289.9878
2025-12-30 01:10:00,10289.9878
2025-12-30 02:10:00,10289.9878
2025-12-30 03:10:00,10289.9878
2025-12-30 04:10:00,4478.2163
2025-12-30 05:10:00,3504.4713
2025-12-30 06:10:00,3680.6955
2025-12-30 07:10:00,11346.7608
2025-12-30 08:10:00,11915.0994
2025-12-30 09:10:00,11915.0994
2025-12-30 10:10:00,11915.0994
2025-12-30 11:10:00,11915.0994
2025-12-30 12:10:00,11346.7608
2025-12-30 13:10:00,11346.7608
2025-12-30 14:10:00,10805.4863
2025-12-30 15:10:00,9331.4649
2025-12-30 16:10:00,8886.1565
2025-12-30 17:10:00,8058.1477
2025-12-30 18:10:00,6008.0397
2025-12-30 19:10:00,4703.1285
2025-12-30 20:10:00,4703.1285
2025-12-30 21:10:00,4939.2847
2025-12-30 22:10:00,4939.2847
2025-12-30 23:10:00,4939.2847
2025-12-31 00:10:00,7307.119
2025-12-31 01:10:00,7307.119
2025-12-31 02:10:00,7307.119
2025-12-31 03:10:00,7307.119
2025-12-31 04:10:00,5187.2469
2025-12-31 05:10:00,3865.7297
2025-12-31 06:10:00,6625.9123
2025-12-31 07:10:00,11346.7608
2025-12-31 08:10:00,11346.7608
2025-12-31 09:10:00,11346.7608
2025-12-31 10:10:00,11346.7608
2025-12-31 11:10:00,10289.9878
2025-12-31 12:10:00,10289.9878
2025-12-31 13:10:00,9799.0373
2025-12-31 14:10:00,9799.0373
2025-12-31 15:10:00,8058.1477
2025-12-31 16:10:00,8058.1477
2025-12-31 17:10:00,7307.119
2025-12-31 18:10:00,5447.6092
2025-12-31 19:10:00,5447.6092
2025-12-31 20:10:00,4939.2847
2025-12-31 21:10:00,4939.2847
2025-12-31 22:10:00,4264.0161
2025-12-31 23:10:00,4060.0159
2026-01-01 00:10:00,11346.7608
2026-01-01 01:10:00,11346.7608
2026-01-01 02:10:00,11346.7608
2026-01-01 03:10:00,11346.7608
2026-01-01 04:10:00,6309.442
2026-01-01 05:10:00,3176.799
2026-01-01 06:10:00,3336.6392
2026-01-01 07:15:00,6008.0397
2026-01-01 08:15:00,8462.0541
2026-01-01 09:15:00,9331.4649
2026-01-01 10:15:00,9331.4649
2026-01-01 11:15:00,9331.4649
2026-01-01 12:15:00,9331.4649
2026-01-01 13:15:00,8886.1565
2026-01-01 14:15:00,8462.0541
2026-01-01 15:15:00,7673.4733
2026-01-01 16:15:00,6958.2086
2026-01-01 17:15:00,4939.2847
2026-01-01 18:15:00,4264.0161
2026-01-01 19:15:00,4060.0159
2026-01-01 20:15:00,4060.0159
2026-01-01 21:15:00,4060.0159
2026-01-01 22:15:00,4060.0159
2026-01-01 23:15:00,4060.0159
2026-01-02 00:15:00,4060.0159
2026-01-02 01:15:00,4060.0159
2026-01-02 02:15:00,3680.6955
2026-01-02 03:15:00,3680.6955
2026-01-02 04:15:00,3680.6955
2026-01-02 05:15:00,3504.4713
2026-01-02 06:15:00,3024.5709
2026-01-02 07:15:00,6958.2086
2026-01-02 08:15:00,8058.1477
2026-01-02 09:15:00,8886.1565
2026-01-02 10:15:00,9331.4649
2026-01-02 11:15:00,9331.4649
2026-01-02 12:15:00,9331.4649
2026-01-02 13:15:00,9331.4649
