time,cpu_util
2025-12-29 12:10:00,10805.4871
2025-12-29 13:10:00,8126.5486
2025-12-29 14:10:00,6839.0379
2025-12-29 15:10:00,6195.2826
2025-12-29 16:10:00,5768.2292
2025-12-29 17:10:00,5451.1459
2025-12-29 18:10:00,5489.6951
2025-12-29 19:10:00,5554.4882
2025-12-29 20:10:00,5513.6837
2025-12-29 21:10:00,5410.137
2025-12-29 22:10:00,5367.3322
2025-12-29 23:10:00,5293.2393
2025-12-30 00:10:00,5677.6046
2025-12-30 01:10:00,5522.3808
2025-12-30 02:10:00,5250.5215
2025-12-30 03:10:00,5022.0266
2025-12-30 04:10:00,4799.8535
2025-12-30 05:10:00,4693.1723
2025-12-30 06:10:00,4639.884
2025-12-30 07:10:00,4975.2278
2025-12-30 08:10:00,5305.6979
2025-12-30 09:10:00,5555.6883
2025-12-30 10:10:00,5807.474
2025-12-30 11:10:00,5954.307
2025-12-30 12:10:00,6071.5809
2025-12-30 13:10:00,6147.9873
2025-12-30 14:10:00,6142.8041
2025-12-30 15:10:00,6083.3546
2025-12-30 16:10:00,5988.6403
2025-12-30 17:10:00,5931.1528
2025-12-30 18:10:00,5891.5391
2025-12-30 19:10:00,5854.4012
2025-12-30 20:10:00,5794.1385
2025-12-30 21:10:00,5768.9957
2025-12-30 22:10:00,5690.5836
2025-12-30 23:10:00,5616.5277
2025-12-31 00:10:00,5662.2193
2025-12-31 01:10:00,5649.7201
2025-12-31 02:10:00,5541.8937
2025-12-31 03:10:00,5441.2893
2025-12-31 04:10:00,5349.4367
2025-12-31 05:10:00,5254.8014
2025-12-31 06:10:00,5286.6877
2025-12-31 07:10:00,5424.4166
2025-12-31 08:10:00,5444.0838
2025-12-31 09:10:00,5549.4296
2025-12-31 10:10:00,5586.8272
2025-12-31 11:10:00,5674.5816
2025-12-31 12:10:00,5723.2258
2025-12-31 13:10:00,5754.9036
2025-12-31 14:10:00,5721.6705
2025-12-31 15:10:00,5689.7156
2025-12-31 16:10:00,5685.1476
2025-12-31 17:10:00,5658.8304
2025-12-31 18:10:00,5645.7477
2025-12-31 19:10:00,5617.4311
2025-12-31 20:10:00,5574.613
2025-12-31 21:10:00,5533.2714
2025-12-31 22:10:00,5493.3312
2025-12-31 23:10:00,5452.1852
2026-01-01 00:10:00,5548.8176
2026-01-01 01:10:00,5561.0857
2026-01-01 02:10:00,5518.5223
2026-01-01 03:10:00,5469.2564
2026-01-01 04:10:00,5409.6463
2026-01-01 05:10:00,5357.1147
2026-01-01 06:10:00,5326.9583
2026-01-01 07:15:00,5336.9742
2026-01-01 08:15:00,5382.2652
2026-01-01 09:15:00,5438.6824
2026-01-01 10:15:00,5487.2383
2026-01-01 11:15:00,5517.6027
2026-01-01 12:15:00,5537.337
2026-01-01 13:15:00,5529.2552
2026-01-01 14:15:00,5512.3854
2026-01-01 15:15:00,5490.7189
2026-01-01 16:15:00,5472.1383
2026-01-01 17:15:00,5454.0342
2026-01-01 18:15:00,5433.9291
2026-01-01 19:15:00,5412.0136
2026-01-01 20:15:00,5395.3223
2026-01-01 21:15:00,5374.4122
2026-01-01 22:15:00,5358.5761
2026-01-01 23:15:00,5338.6013
2026-01-02 00:15:00,5319.0966
2026-01-02 01:15:00,5297.9963
2026-01-02 02:15:00,5251.4111
2026-01-02 03:15:00,5202.2362
