
2025-12-30 01:09:00,91.6
2025-12-30 01:10:00,45.8
2025-12-30 01:11:00,79.9
2025-12-30 01:12:00,59.5
2025-12-30 01:13:00,26.2
2025-12-30 01:14:00,66.1
2025-12-30 01:15:00,32.9
2025-12-30 01:16:00,72.2
2025-12-30 01:17:00,150
2025-12-30 01:18:00,26.7
2025-12-30 01:19:00,73.3
2025-12-30 01:20:00,38.8
2025-12-30 01:21:00,106
2025-12-30 01:22:00,126
2025-12-30 01:23:00,39.1
2025-12-30 01:24:00,53.5
2025-12-30 01:25:00,26.7
2025-12-30 01:26:00,59.2
2025-12-30 01:27:00,73.4
2025-12-30 01:28:00,46.7
2025-12-30 01:29:00,59.9
2025-12-30 01:30:00,33.3
2025-12-30 01:31:00,99.9
2025-12-30 01:32:00,59.1
2025-12-30 01:33:00,32.6
2025-12-30 01:34:00,46.7
2025-12-30 01:35:00,25.4
2025-12-30 01:36:00,85.9
2025-12-30 01:37:00,104
2025-12-30 01:38:00,26.7
2025-12-30 01:39:00,39.3
2025-12-30 01:40:00,45
2025-12-30 01:41:00,92
2025-12-30 01:42:00,113
2025-12-30 01:43:00,40
2025-12-30 01:44:00,60
2025-12-30 01:45:00,45.8
2025-12-30 01:46:00,59.5
2025-12-30 01:47:00,115
2025-12-30 01:48:00,33.4
2025-12-30 01:49:00,86.7
2025-12-30 01:50:00,84.1
2025-12-30 01:51:00,59.2
2025-12-30 01:52:00,108
2025-12-30 01:53:00,33
2025-12-30 01:54:00,93.3
2025-12-30 01:55:00,25.4
2025-12-30 01:56:00,26.8
2025-12-30 01:57:00,97.5
2025-12-30 01:58:00,46.6
2025-12-30 01:59:00,59.9
2025-12-30 02:00:00,33.3
2025-12-30 02:01:00,89.9
2025-12-30 02:02:00,59.2
2025-12-30 02:03:00,26.3
2025-12-30 02:04:00,72.4
2025-12-30 02:05:00,40.0
2025-12-30 02:06:00,66.5
2025-12-30 02:07:00,106
2025-12-30 02:08:00,40
2025-12-30 02:09:00,120
2025-12-30 02:10:00,40
2025-12-30 02:11:00,53.3
2025-12-30 02:12:00,46.7
2025-12-30 02:13:00,46.6
2025-12-30 02:14:00,39.1
2025-12-30 02:15:00,26.2
2025-12-30 02:16:00,59.2
2025-12-30 02:17:00,73.3
2025-12-30 02:18:00,33.3
2025-12-30 02:19:00,46.7
2025-12-30 02:20:00,59.1
2025-12-30 02:21:00,92.1
2025-12-30 02:22:00,107
2025-12-30 02:23:00,39.5
2025-12-30 02:24:00,52.9
2025-12-30 02:25:00,32.9
2025-12-30 02:26:00,58
2025-12-30 02:27:00,73.3
2025-12-30 02:28:00,26.2
2025-12-30 02:29:00,59.1
2025-12-30 02:30:00,26.7
2025-12-30 02:31:00,76
2025-12-30 02:32:00,73.4
2025-12-30 02:33:00,32.9
2025-12-30 02:34:00,53.4
2025-12-30 02:35:00,39.5
2025-12-30 02:36:00,52.5
2025-12-30 02:37:00,86.7
2025-12-30 02:38:00,40
2025-12-30 02:39:00,58
2025-12-30 02:40:00,46.2
2025-12-30 02:41:00,65.9
2025-12-30 02:42:00,80.1
2025-12-30 02:43:00,32.9
2025-12-30 02:44:00,59.5
2025-12-30 02:45:00,26.7
2025-12-30 02:46:00,80.1
2025-12-30 02:47:00,66.3
2025-12-30 02:48:00,39.5
2025-12-30 02:49:00,116
2025-12-30 02:50:00,38.4
2025-12-30 02:51:00,33.4
2025-12-30 02:52:00,111
2025-12-30 02:53:00,40.1
2025-12-30 02:54:00,78.4
2025-12-30 02:55:00,19.6
2025-12-30 02:56:00,33
2025-12-30 02:57:00,39.1
2025-12-30 02:58:00,25.9
2025-12-30 02:59:00,33.5
2025-12-30 03:00:00,32.9
2025-12-30 03:01:00,39.1
2025-12-30 03:02:00,59.9
2025-12-30 03:03:00,12.9
2025-12-30 03:04:00,60
2025-12-30 03:05:00,32.5
2025-12-30 03:06:00,33.5
2025-12-30 03:07:00,59.9
2025-12-30 03:08:00,38.8
2025-12-30 03:09:00,60.1
2025-12-30 03:10:00,33.3
2025-12-30 03:11:00,26.7
2025-12-30 03:12:00,33.5
2025-12-30 03:13:00,39.6
2025-12-30 03:14:00,53.4
2025-12-30 03:15:00,31.7
2025-12-30 03:16:00,46.6
2025-12-30 03:17:00,59.9
2025-12-30 03:18:00,33.5
2025-12-30 03:19:00,66.6
2025-12-30 03:20:00,26.7
2025-12-30 03:21:00,85.4
2025-12-30 03:22:00,59.9
2025-12-30 03:23:00,19.6
2025-12-30 03:24:00,59.5
2025-12-30 03:25:00,20.1
2025-12-30 03:26:00,52.8
2025-12-30 03:27:00,39.2
2025-12-30 03:28:00,60
2025-12-30 03:29:00,53.3
2025-12-30 03:30:00,32.9
2025-12-30 03:31:00,6.70
2025-12-30 03:32:00,73.2
2025-12-30 03:33:00,70
2025-12-30 03:34:00,72.1
2025-12-30 03:35:00,40
2025-12-30 03:36:00,13.4
2025-12-30 03:37:00,66.7
2025-12-30 03:38:00,58.6
2025-12-30 03:39:00,45.4
