time,cpu_util
2025-12-30 16:00:00,203.9306
2025-12-30 16:05:00,185.7476
2025-12-30 16:10:00,188.5956
2025-12-30 16:15:00,179.346
2025-12-30 16:20:00,176.9797
2025-12-30 16:25:00,170.3195
2025-12-30 16:30:00,169.9401
2025-12-30 16:35:00,165.8071
2025-12-30 16:40:00,169.0859
2025-12-30 16:45:00,174.9073
2025-12-30 16:50:00,180.7425
2025-12-30 16:55:00,181.1122
2025-12-30 17:00:00,180.7069
2025-12-30 17:05:00,185.8142
2025-12-30 17:10:00,187.8322
2025-12-30 17:15:00,188.2603
2025-12-30 17:20:00,189.9025
2025-12-30 17:25:00,189.6044
2025-12-30 17:30:00,191.6248
2025-12-30 17:35:00,189.8806
2025-12-30 17:40:00,190.1073
2025-12-30 17:45:00,188.583
2025-12-30 17:50:00,187.9826
2025-12-30 17:55:00,185.9805
2025-12-30 18:00:00,185.1634
2025-12-30 18:05:00,184.7728
2025-12-30 18:10:00,182.8135
2025-12-30 18:15:00,180.0017
2025-12-30 18:20:00,178.9053
2025-12-30 18:25:00,175.8148
2025-12-30 18:30:00,175.218
2025-12-30 18:35:00,174.1214
2025-12-30 18:40:00,173.8968
2025-12-30 18:45:00,172.4376
2025-12-30 18:50:00,171.283
2025-12-30 18:55:00,169.2147
2025-12-30 19:00:00,168.2156
2025-12-30 19:05:00,167.9506
2025-12-30 19:10:00,166.457
2025-12-30 19:15:00,165.2178
2025-12-30 19:20:00,164.62
2025-12-30 19:25:00,164.7099
2025-12-30 19:30:00,163.2615
2025-12-30 19:35:00,162.7513
2025-12-30 19:40:00,162.2641
2025-12-30 19:45:00,162.4107
2025-12-30 19:50:00,161.5939
2025-12-30 19:55:00,161.753
2025-12-30 20:00:00,160.9793
2025-12-30 20:05:00,163.4707
2025-12-30 20:10:00,164.4699
2025-12-30 20:15:00,165.1934
2025-12-30 20:20:00,164.5406
2025-12-30 20:25:00,164.8146
2025-12-30 20:30:00,165.4997
2025-12-30 20:35:00,166.1598
2025-12-30 20:40:00,166.5861
2025-12-30 20:45:00,166.4328
2025-12-30 20:50:00,166.4617
2025-12-30 20:55:00,165.3045
2025-12-30 21:00:00,165.5382
2025-12-30 21:05:00,166.5741
2025-12-30 21:10:00,167.5762
2025-12-30 21:15:00,167.9381
2025-12-30 21:20:00,167.7693
2025-12-30 21:25:00,168.506
2025-12-30 21:30:00,168.3294
2025-12-30 21:35:00,167.8615
2025-12-30 21:40:00,168.3816
