time,cpu_util
2025-12-30 16:00:00,203.9306
2025-12-30 16:05:00,184.7906
2025-12-30 16:10:00,188.2993
2025-12-30 16:15:00,177.6339
2025-12-30 16:20:00,175.1735
2025-12-30 16:25:00,167.0542
2025-12-30 16:30:00,167.1889
2025-12-30 16:35:00,161.9025
2025-12-30 16:40:00,167.355
2025-12-30 16:45:00,176.5127
2025-12-30 16:50:00,185.5507
2025-12-30 16:55:00,185.4637
2025-12-30 17:00:00,184.1544
2025-12-30 17:05:00,192.8337
2025-12-30 17:10:00,195.657
2025-12-30 17:15:00,195.4697
2025-12-30 17:20:00,197.8387
2025-12-30 17:25:00,196.2319
2025-12-30 17:30:00,199.746
2025-12-30 17:35:00,194.9007
2025-12-30 17:40:00,194.8181
2025-12-30 17:45:00,190.6641
2025-12-30 17:50:00,188.9594
2025-12-30 17:55:00,183.8288
2025-12-30 18:00:00,181.9698
2025-12-30 18:05:00,181.3001
2025-12-30 18:10:00,176.3534
2025-12-30 18:15:00,169.2113
2025-12-30 18:20:00,167.2794
2025-12-30 18:25:00,159.4761
2025-12-30 18:30:00,159.5059
2025-12-30 18:35:00,157.8687
2025-12-30 18:40:00,158.9698
2025-12-30 18:45:00,155.8998
2025-12-30 18:50:00,153.908
2025-12-30 18:55:00,148.826
2025-12-30 19:00:00,147.6242
2025-12-30 19:05:00,148.9628
2025-12-30 19:10:00,145.674
2025-12-30 19:15:00,143.409
2025-12-30 19:20:00,143.57
2025-12-30 19:25:00,146.2276
2025-12-30 19:30:00,142.6284
2025-12-30 19:35:00,142.8747
2025-12-30 19:40:00,143.0938
2025-12-30 19:45:00,145.7959
2025-12-30 19:50:00,144.2167
2025-12-30 19:55:00,146.793
2025-12-30 20:00:00,145.1061
2025-12-30 20:05:00,157.716
2025-12-30 20:10:00,162.772
2025-12-30 20:15:00,166.2104
2025-12-30 20:20:00,163.1219
2025-12-30 20:25:00,164.5445
2025-12-30 20:30:00,167.7867
2025-12-30 20:35:00,170.674
2025-12-30 20:40:00,172.234
2025-12-30 20:45:00,170.8694
2025-12-30 20:50:00,170.5274
2025-12-30 20:55:00,164.2961
2025-12-30 21:00:00,165.5889
2025-12-30 21:05:00,170.8897
2025-12-30 21:10:00,175.6113
2025-12-30 21:15:00,176.6311
2025-12-30 21:20:00,174.7874
2025-12-30 21:25:00,177.9685
2025-12-30 21:30:00,175.9791
2025-12-30 21:35:00,172.5839
2025-12-30 21:40:00,174.9442
2025-12-30 21:45:00,171.6622
2025-12-30 21:50:00,175.1837
2025-12-30 21:55:00,174.3713
2025-12-30 22:00:00,175.5259
2025-12-30 22:05:00,177.5648
2025-12-30 22:10:00,179.3811
2025-12-30 22:15:00,180.9992
2025-12-30 22:20:00,180.4686
2025-12-30 22:25:00,175.1128
2025-12-30 22:30:00,174.3082
2025-12-30 22:35:00,168.941
2025-12-30 22:40:00,180.3336
2025-12-30 22:45:00,178.9594
2025-12-30 22:50:00,179.6133
2025-12-30 22:55:00,179.2339
2025-12-30 23:00:00,184.2113
2025-12-30 23:05:00,186.3628
2025-12-30 23:10:00,183.4583
2025-12-30 23:15:00,180.8707
2025-12-30 23:20:00,180.3541
2025-12-30 23:25:00,180.8558
2025-12-30 23:30:00,182.3128
2025-12-30 23:35:00,180.7227
2025-12-30 23:40:00,182.1942
2025-12-30 23:45:00,181.5332
2025-12-30 23:50:00,175.3782
2025-12-30 23:55:00,172.8413
2025-12-31 00:00:00,168.3182
2025-12-31 00:05:00,163.605
2025-12-31 00:10:00,158.755
2025-12-31 00:15:00,153.814
2025-12-31 00:20:00,148.2592
2025-12-31 00:25:00,145.0834
2025-12-31 00:30:00,140.4811
2025-12-31 00:35:00,136.3809
2025-12-31 00:40:00,133.2905
2025-12-31 00:45:00,129.9748
2025-12-31 00:50:00,124.1662
2025-12-31 00:55:00,119.8517
2025-12-31 01:00:00,115.1476
2025-12-31 01:05:00,112.7656
2025-12-31 01:10:00,108.8345
2025-12-31 01:15:00,104.552
2025-12-31 01:20:00,100.7368
2025-12-31 01:25:00,98.9785
2025-12-31 01:30:00,96.5516
2025-12-31 01:35:00,94.8093
2025-12-31 01:40:00,91.6944
2025-12-31 01:45:00,91.8712
2025-12-31 01:50:00,89.8201
2025-12-31 01:55:00,86.2623
2025-12-31 02:00:00,86.5458
2025-12-31 02:05:00,85.0757
2025-12-31 02:10:00,83.766
2025-12-31 02:15:00,81.856
2025-12-31 02:20:00,81.2973
2025-12-31 02:25:00,78.6693
2025-12-31 02:30:00,78.4582
2025-12-31 02:35:00,77.4898
2025-12-31 02:40:00,74.6949
2025-12-31 02:45:00,73.7746
2025-12-31 02:50:00,71.9674
2025-12-31 02:55:00,71.3446
2025-12-31 03:00:00,70.7897
2025-12-31 03:05:00,70.658
2025-12-31 03:10:00,68.6085
2025-12-31 03:15:00,67.678
2025-12-31 03:20:00,68.2664
2025-12-31 03:25:00,67.0602
2025-12-31 03:30:00,63.9614
2025-12-31 03:35:00,63.8668
2025-12-31 03:40:00,64.1278
2025-12-31 03:45:00,63.0748
2025-12-31 03:50:00,62.4349
2025-12-31 03:55:00,62.178
2025-12-31 04:00:00,63.7662
2025-12-31 04:05:00,63.3641
2025-12-31 04:10:00,65.6832
2025-12-31 04:15:00,64.4605
2025-12-31 04:20:00,67.1227
2025-12-31 04:25:00,69.4944
2025-12-31 04:30:00,69.1414
2025-12-31 04:35:00,67.8397
2025-12-31 04:40:00,66.9931
2025-12-31 04:45:00,66.913
2025-12-31 04:50:00,66.8417
2025-12-31 04:55:00,67.5213
2025-12-31 05:00:00,67.7462
2025-12-31 05:05:00,70.0499
2025-12-31 05:10:00,71.6396
2025-12-31 05:15:00,77.4742
2025-12-31 05:20:00,78.7166
2025-12-31 05:25:00,78.5003
2025-12-31 05:30:00,85.7416
2025-12-31 05:35:00,88.7665
2025-12-31 05:40:00,90.3085
2025-12-31 05:45:00,93.4552
2025-12-31 05:50:00,98.3112
2025-12-31 05:55:00,99.3742
2025-12-31 06:00:00,107.749
2025-12-31 06:05:00,114.294
2025-12-31 06:10:00,119.2524
2025-12-31 06:15:00,123.6698
2025-12-31 06:20:00,121.9662
2025-12-31 06:25:00,122.9937
2025-12-31 06:30:00,128.7916
2025-12-31 06:35:00,128.3909
2025-12-31 06:40:00,132.6838
2025-12-31 06:45:00,146.6099
2025-12-31 06:50:00,153.9772
2025-12-31 06:55:00,157.3567
2025-12-31 07:00:00,162.4379
2025-12-31 07:05:00,169.2476
2025-12-31 07:10:00,177.8311
2025-12-31 07:15:00,186.8316
2025-12-31 07:20:00,196.2713
2025-12-31 07:25:00,197.107
2025-12-31 07:30:00,198.965
2025-12-31 07:35:00,201.7895
2025-12-31 07:40:00,209.5973
2025-12-31 07:45:00,216.5533
2025-12-31 07:50:00,214.1156
2025-12-31 07:55:00,219.1575
2025-12-31 08:00:00,222.2957
2025-12-31 08:05:00,222.5748
2025-12-31 08:10:00,224.0511
2025-12-31 08:15:00,226.6555
2025-12-31 08:20:00,226.4589
2025-12-31 08:25:00,230.1541
2025-12-31 08:30:00,230.8035
2025-12-31 08:35:00,226.8111
2025-12-31 08:40:00,226.5976
2025-12-31 08:45:00,226.4074
2025-12-31 08:50:00,220.9227
2025-12-31 08:55:00,228.1353
2025-12-31 09:00:00,230.294
2025-12-31 09:05:00,226.3572
2025-12-31 09:10:00,232.9769
2025-12-31 09:15:00,229.8079
2025-12-31 09:20:00,225.9242
2025-12-31 09:25:00,224.6382
2025-12-31 09:30:00,221.3184
2025-12-31 09:35:00,216.3889
2025-12-31 09:40:00,213.9692
2025-12-31 09:45:00,223.5073
2025-12-31 09:50:00,230.438
2025-12-31 09:55:00,216.5234
2025-12-31 10:00:00,215.1495
2025-12-31 10:05:00,213.9255
2025-12-31 10:10:00,210.7645
2025-12-31 10:15:00,214.8184
2025-12-31 10:20:00,206.4335
2025-12-31 10:25:00,204.0899
2025-12-31 10:30:00,201.0401
2025-12-31 10:35:00,191.4858
2025-12-31 10:40:00,198.9966
2025-12-31 10:45:00,198.4744
2025-12-31 10:50:00,199.0696
2025-12-31 10:55:00,200.7135
2025-12-31 11:00:00,196.2434
2025-12-31 11:05:00,192.2611
2025-12-31 11:10:00,187.8822
2025-12-31 11:15:00,186.6006
2025-12-31 11:20:00,187.4308
2025-12-31 11:25:00,185.2824
2025-12-31 11:30:00,180.8736
2025-12-31 11:35:00,183.3891
2025-12-31 11:40:00,183.5597
2025-12-31 11:45:00,188.0649
2025-12-31 11:50:00,185.8473
2025-12-31 11:55:00,182.9992
2025-12-31 12:00:00,178.0857
2025-12-31 12:05:00,173.7084
2025-12-31 12:10:00,177.0057
2025-12-31 12:15:00,176.9107
2025-12-31 12:20:00,171.9438
2025-12-31 12:25:00,174.373
2025-12-31 12:30:00,177.5978
2025-12-31 12:35:00,180.4708
2025-12-31 12:40:00,185.313
2025-12-31 12:45:00,187.3442
2025-12-31 12:50:00,188.0933
2025-12-31 12:55:00,188.7606
2025-12-31 13:00:00,190.4157
2025-12-31 13:05:00,186.2382
2025-12-31 13:10:00,182.5164
2025-12-31 13:15:00,184.8527
2025-12-31 13:20:00,180.4908
2025-12-31 13:25:00,181.9876
2025-12-31 13:30:00,179.5605
2025-12-31 13:35:00,175.7759
2025-12-31 13:40:00,177.7871
2025-12-31 13:45:00,173.4423
2025-12-31 13:50:00,171.1166
2025-12-31 13:55:00,169.0447
2025-12-31 14:00:00,166.4074
2025-12-31 14:05:00,167.4687
2025-12-31 14:10:00,167.4982
2025-12-31 14:15:00,165.0296
2025-12-31 14:20:00,162.8304
2025-12-31 14:25:00,165.2439
2025-12-31 14:30:00,164.6436
2025-12-31 14:35:00,164.9813
2025-12-31 14:40:00,161.3159
2025-12-31 14:45:00,158.0503
2025-12-31 14:50:00,156.6125
2025-12-31 14:55:00,154.5779
2025-12-31 15:00:00,152.7653
2025-12-31 15:05:00,156.2769
2025-12-31 15:10:00,156.6549
2025-12-31 15:15:00,164.0955
2025-12-31 15:20:00,162.7896
2025-12-31 15:25:00,163.3295
2025-12-31 15:30:00,162.1072
2025-12-31 15:35:00,170.1806
2025-12-31 15:40:00,168.2108
2025-12-31 15:45:00,165.6644
2025-12-31 15:50:00,163.3959
